VUIDNO,PCTCOD,PCTSPT,EDRDAT,GENDER,LSTNAM,FSTNAM,MIDNAM,BLKNUM,STRPRE,STRNAM,STRTYP,UNITYP,UNITNO,RSCITY,RZIPCD,SUSIND,G20VOTED,P22VOTED,G22VOTED,P24VOTED,P24PARTY,G24VOTED,P26VOTED,P26PARTY
1023472058,292,D,20110224,M,Hill,Omar,J,3200,,Parmer,PL,,,Buda,78610,,Y,,,Y,Rep,Y,,
1023760737,292,C,20230528,F,Richardson,Elizabeth,Jean,6900,W,Barton Springs,LN,#,431,Leander,78645,,,Y,Y,,,Y,,
1047134810,293,D,20240209,F,Wilson,Sandra,,7400,,Red River,TRL,,,Pflugerville,78660,,Y,Y,,,,,Y,Lib
1095111356,294,A,20110723,M,Adams,Raymond,M,8700,S,Elm,TRL,,,Cedar Park,78613,,Y,Y,Y,,,Y,,
1049625990,294,C,20130903,M,Diaz,Andrew,Kay,6071,,Cedar,CIR,,,Del Valle,78617,,Y,,Y,Y,Dem,Y,,
1044620365,294,B,20141123,M,Powell,Matthew,Ann,5400,,Davis,ST,UNIT,192,Manor,78653,,Y,,,,,,Y,Dem
1023378362,294,C,20110618,F,Thomas,Priya,J,2930,W,Speedway,AVE,,,Cedar Park,78613,,,Y,Y,,,,,
1020238143,294,D,20250624,F,Ward,Isabella,E,9738,,Maple,TRL,,,Round Rock,78665,,Y,,Y,,,Y,,
1027552496,295,B,20200122,M,Alexander,Raymond,Grace,2843,E,Cameron,DR,STE,D12,Manor,78653,,Y,Y,,Y,Dem,,,
1084970886,295,B,20231014,M,Barnes,Jose,Kay,7300,E,Pecan,DR,,,Manor,78653,,Y,,Y,Y,Dem,,,
1099156893,295,A,20150201,F,Harris,Lisa,E,8975,S,Sycamore,PKWY,APT,400,Round Rock,78664,,Y,Y,Y,,,Y,Y,Dem
1099648950,295,D,20201203,M,Okafor,Donald,L,6529,E,Convict Hill,RD,UNIT,470,Cedar Park,78613,,,Y,Y,Y,Rep,,,
1041361186,295,B,20160324,M,Wilson,Charles,Marie,6049,,Balcones,BLVD,UNIT,C2,Manor,78653,,Y,,,Y,Dem,Y,Y,Rep
1033648215,296,C,20120705,M,Clark,Jacob,Jean,4942,N,Bee Cave,PKWY,,,Del Valle,78617,,,,,Y,,,Y,Rep
1047994857,296,B,20081105,F,Hernandez,Hannah,Grace,5305,,Lakeview,PKWY,,,Round Rock,78681,,Y,,Y,Y,Rep,Y,,
1054457156,296,A,20190126,M,Long,Wei,Lee,1918,E,Sunset Valley,PL,,,Round Rock,78664,,Y,Y,,Y,Dem,,,
1044291856,296,A,20200706,F,Robinson,Fatima,,3077,W,Maple,PL,,,Leander,78641,,,Y,Y,Y,,,,
1065353303,297,B,20130115,M,Green,Miguel,E,6400,S,Elm,CT,,,Leander,78645,,,Y,Y,Y,Lib,Y,,
1080575137,297,A,20180519,F,Harris,Nancy,Marie,300,,Slaughter,RD,APT,D5,Cedar Park,78613,,,Y,Y,,,,Y,Lib
1043729010,297,C,20081127,F,Lee,Nancy,,9110,N,Speedway,PL,,,Buda,78610,,Y,,,,,Y,,
1096468467,297,B,20120807,F,Martinez,Amanda,Dean,7887,S,Duval,CT,,,Del Valle,78617,,,Y,,,,Y,,
1034763089,297,,20190528,M,Reyes,Daniel,Jean,3093,,Barton Springs,PKWY,,,Round Rock,78681,,Y,,Y,Y,Dem,,Y,Dem
1035011231,297,A,20210605,F,Smith,Patricia,Marie,4600,,Cedar,TRL,,,Round Rock,78664,,,,,Y,,Y,Y,Rep
1002852703,298,B,20100308,M,Carter,Michael,Grace,2300,,University,CT,,,Buda,78610,,,,Y,Y,,,Y,Lib
1031242339,298,,20210301,M,Cruz,Brian,Ann,300,S,Dessau,TRL,,,Round Rock,78664,,Y,,,Y,,Y,,
1076990604,298,D,20220123,M,Young,Charles,Lee,5565,E,Manor,DR,,,Pflugerville,78660,,,Y,Y,,,Y,,
1017842506,299,C,20200413,F,Adams,Sarah,Rose,7800,,Menchaca,CIR,,,Buda,78610,,Y,Y,Y,Y,Dem,Y,Y,Dem
1009722443,299,C,20140711,M,Bailey,Eric,L,6450,,Parmer,TRL,,,Austin,78727,S,,,,,,,,
1040541900,299,D,20100405,F,Butler,Sarah,Grace,5091,,Palmer,CT,,,Manor,78653,,Y,,Y,Y,,,Y,Dem
1015295247,299,D,20100924,M,Cox,Andrew,,4202,S,Far West,DR,,,Cedar Park,78613,,,Y,Y,Y,Dem,Y,Y,Dem
1033869238,299,B,20230203,M,Nguyen,Wei,Dean,4800,N,Creekside,CT,,,Austin,78745,,,,Y,,,Y,Y,Rep
1078995150,299,B,20150925,M,Okafor,Paul,Dean,4500,,Cesar Chavez,TRL,,,Round Rock,78664,,,,,,,Y,,
1014304649,299,C,20240224,F,Patel,Susan,Paul,8736,N,Congress,PL,STE,13A,Round Rock,78664,,,Y,,Y,Dem,,Y,Lib
1015359833,300,C,20200813,M,Jenkins,Michael,L,1700,W,Magnolia,PL,,,Del Valle,78617,,,,Y,Y,,,Y,Rep
1024848881,300,A,20220113,F,Murphy,Jessica,R,7785,E,Congress,RD,,,Round Rock,78665,,Y,,Y,,,Y,,
1063020076,300,B,20220619,F,Ramirez,Amy,,7200,,Congress,CIR,,,Round Rock,78665,,,,Y,Y,Rep,,,
1020024664,300,,20130423,M,Ramos,Miguel,Kay,7460,S,Palmer,AVE,,,Buda,78610,,,,Y,Y,,,Y,
1027957141,301,,20110314,F,Cruz,Ana,A,2100,,Dessau,CT,,,Round Rock,78665,,Y,Y,Y,Y,Lib,,,
1056000902,301,B,20201209,M,Gomez,Richard,R,4575,S,Ridgeline,PL,#,8B,Cedar Park,78613,,Y,,,,,,,
1014615835,301,D,20200227,M,Hernandez,Juan,R,2600,,Sunset Valley,DR,,,Manor,78653,,Y,Y,,Y,Dem,Y,Y,Lib
1083486006,302,A,20090326,M,Brooks,Aaron,Jean,900,,Cedar,DR,,,Round Rock,78664,,Y,Y,,,,Y,Y,Dem
1002481037,302,D,20180127,M,Cruz,Samuel,,2660,,Live Oak,CT,,,Austin,78756,,,,,Y,Dem,,,
1033389903,302,D,20140419,M,Rodriguez,Miguel,,6766,S,Sycamore,CT,,,Manor,78653,,,Y,,Y,,Y,Y,Dem
1071242344,303,C,20240202,F,Powell,Jennifer,Ann,7591,,Escarpment,TRL,,,Del Valle,78617,,Y,,,,,Y,,
1043667204,303,,20110614,M,Washington,Nathan,E,6200,,Koenig,PL,,,Round Rock,78664,,,,Y,Y,Rep,Y,,
1064605905,304,B,20170712,F,Garcia,Maria,,4979,,Creekside,PL,,,Round Rock,78681,,Y,Y,Y,Y,Rep,Y,Y,
1055482648,304,,20200414,M,Gonzalez,Omar,Rose,3383,N,Convict Hill,CIR,APT,2B,Leander,78645,,Y,Y,Y,,,,Y,Lib
1000143157,304,A,20250704,F,Jenkins,Carmen,Ray,4900,,Howard,BLVD,,,Round Rock,78681,,,Y,Y,Y,Rep,,Y,Rep
1017406392,304,D,20161102,F,Rodriguez,Mei,R,9496,,Burnet,AVE,,,Round Rock,78665,,Y,Y,Y,Y,Dem,,Y,Lib
1047746614,305,C,20090725,M,Peterson,Wei,E,3151,,Steck,TRL,,,Manor,78653,,Y,,Y,Y,Dem,Y,,
1014016439,305,A,20191223,M,Thompson,Mark,,900,,Hillside,RD,,,Round Rock,78681,,Y,,,,,,,
1034441894,306,B,20170604,F,Thompson,Carmen,A,5674,N,Sunset Valley,CT,,,Round Rock,78665,,,Y,,,,,Y,Dem
1038448118,307,B,20230325,M,Chen,Daniel,J,3100,N,Sunset Valley,PL,,,Austin,78756,,,Y,Y,Y,Dem,,,
1071978288,307,D,20240720,F,Coleman,Rebecca,J,377,,Hillside,RD,STE,32A,Manor,78653,,Y,,,Y,Rep,,Y,Dem
1078298036,307,D,20090728,F,King,Rebecca,Lee,6537,,Sunset Valley,LN,#,393,Del Valle,78617,,,Y,Y,,,Y,Y,Dem
1065288169,307,B,20140103,M,Martin,James,Jean,3600,W,Cesar Chavez,BLVD,,,Del Valle,78617,,Y,,,Y,Dem,Y,,
1072064300,307,B,20080923,F,Mitchell,Barbara,E,2700,N,Manor,LN,,,Austin,78727,,,Y,,,,Y,,
1099153541,307,D,20090323,F,Richardson,Linda,Grace,1825,,Airport,TRL,,,Austin,78704,,Y,Y,,,,Y,,
1036945095,307,,20241112,M,Wright,Charles,Grace,4723,S,Burnet,CT,,,Cedar Park,78613,,,,,Y,Rep,,Y,Dem
1058072529,308,B,20241017,M,Barnes,Brian,,7993,,Magnolia,AVE,,,Pflugerville,78660,,,Y,Y,Y,Rep,Y,Y,Dem
1002812030,308,,20201028,M,Davis,Brian,Jean,6978,,Wells Branch,DR,,,Austin,78701,,Y,,Y,Y,Rep,,Y,
1087807398,308,D,20080306,F,Davis,Mary,Jean,9323,,Pinewood,ST,#,23B,Austin,78721,,Y,,Y,,,Y,Y,Rep
1034464867,308,B,20160415,F,Flores,Cynthia,M,6300,,Cameron,PL,APT,D1,Pflugerville,78660,,Y,,,,,Y,,
1038423812,308,A,20170521,M,Kim,David,Ray,2925,W,Howard,TRL,UNIT,29B,Austin,78749,,Y,Y,,Y,Dem,Y,,
1009421013,308,B,20250109,M,Lee,Sean,,8600,,Brodie,CIR,,,Del Valle,78617,,Y,,Y,,,,,
1072099625,308,A,20150121,M,Lopez,Anthony,Jean,1500,,Davis,BLVD,STE,22B,Cedar Park,78613,,Y,,,Y,,,,
1058227751,308,C,20190623,F,Rivera,Elizabeth,E,2400,S,Slaughter,DR,,,Round Rock,78664,,,,Y,,,Y,,
1028670666,308,D,20220720,M,Sanders,Sean,Ray,3100,N,Balcones,RD,UNIT,D8,Round Rock,78665,S,,,,Y,Dem,Y,,
1013515194,309,B,20090727,F,Abbott,Melissa,Marie,4800,,Creekside,ST,UNIT,127,Pflugerville,78660,,,,,,,,,
1067705241,309,C,20221024,F,Anderson,Sofia,Grace,300,E,Oltorf,PL,,,Leander,78641,,Y,Y,,,,Y,,
1095213660,309,D,20200317,F,Flores,Deborah,Jean,2900,E,Elm,BLVD,STE,D9,Manor,78653,,Y,Y,Y,Y,,,Y,Rep
1087664233,309,D,20090905,M,Nguyen,Juan,,2159,W,Guadalupe,AVE,,,Leander,78645,,Y,Y,Y,Y,,,,
1057365684,309,,20210208,F,Watson,Elizabeth,Paul,4600,N,Duval,TRL,,,Del Valle,78617,,,Y,,Y,Rep,Y,,
1067714271,310,B,20220411,F,Foster,Betty,Ann,4400,,Ridgeline,LN,,,Del Valle,78617,,Y,Y,,,,,,
1057981016,310,A,20090326,F,King,Isabella,M,9200,W,Burnet,AVE,APT,B9,Cedar Park,78613,,,Y,,Y,Rep,Y,,
1047196874,310,D,20160527,M,Robinson,Anthony,Ray,9500,,Pecan,PL,,,Austin,78759,,Y,Y,,Y,Lib,Y,,
1071399431,310,A,20120806,F,Sanchez,Lisa,M,9000,N,Convict Hill,CIR,STE,D3,Round Rock,78665,,Y,,Y,,,Y,Y,Lib
1048724459,310,A,20160320,F,Wood,Laura,Ray,7500,,Live Oak,BLVD,STE,385,Austin,78721,,,,Y,Y,Dem,,,
1051452113,311,A,20140401,M,Cruz,Paul,,8700,,Maple,CT,,,Del Valle,78617,,,Y,,Y,Rep,,,
1048659824,311,B,20100710,M,Foster,Paul,Paul,3600,,Oltorf,CIR,UNIT,430,Round Rock,78665,,,,,,,Y,Y,Dem
1074887390,311,A,20251113,F,Moore,Isabella,A,7808,,Convict Hill,RD,APT,364,Manor,78653,,,Y,,,,Y,Y,Dem
1079200878,311,,20180516,M,Nelson,Joshua,,3851,,Steck,BLVD,,,Leander,78645,,,,,Y,Dem,Y,,
1087386315,311,C,20140222,F,Okafor,Jessica,,2241,N,Palmer,TRL,,,Austin,78727,,Y,Y,,,,Y,,
1007448161,311,C,20251026,M,Sanders,Aaron,R,6100,,William Cannon,CT,,,Leander,78641,,Y,,Y,Y,Dem,Y,Y,Dem
1037420676,312,A,20140114,F,Jenkins,Amy,A,6178,W,Riverside,CIR,#,2A,Round Rock,78665,,,,,,,Y,Y,Rep
1042905616,312,D,20230923,M,Kim,Samuel,Ann,6100,N,Ben White,TRL,APT,6A,Cedar Park,78613,,Y,Y,Y,,,,Y,Dem
1020618460,313,A,20181208,F,Richardson,Ashley,Paul,5800,,Ridgeline,CIR,UNIT,7B,Round Rock,78681,,Y,Y,Y,Y,Rep,,Y,Rep
1002425119,313,,20200616,M,Roberts,Henry,Ray,2534,W,Koenig,PKWY,,,Cedar Park,78613,,,,Y,,,,,
1024061786,313,C,20221224,F,Sanders,Olivia,,3224,,Manor,CIR,,,Cedar Park,78613,,Y,,,,,,Y,Rep
1026995276,313,D,20141217,M,Williams,Joseph,J,9807,,San Jacinto,WAY,,,Del Valle,78617,,Y,,,Y,Rep,,,
1077392949,314,,20080104,F,Peterson,Jennifer,,1386,W,Brodie,LN,#,33B,Buda,78610,,Y,Y,Y,,,,Y,Lib
1079069832,315,A,20160603,F,Bryant,Mary,Marie,6009,,Sycamore,ST,,,Manor,78653,,,,Y,,,Y,Y,Lib
1050657189,315,B,20201016,F,Clark,Cynthia,,7800,E,Meadow,LN,,,Pflugerville,78660,,Y,,Y,Y,Dem,,Y,
1025720800,315,B,20170418,M,Henderson,Paul,M,2600,N,Palmer,WAY,,,Austin,78721,,Y,Y,,Y,Rep,,Y,Rep
1009547379,315,B,20100527,F,Martin,Priya,Dean,4500,N,Ridgeline,CT,,,Manor,78653,,Y,,Y,Y,Dem,,,
1060915597,315,D,20170818,F,Ramirez,Melissa,Jean,8200,W,Cedar,CIR,,,Cedar Park,78613,,,,Y,Y,Rep,,,
1029084595,315,D,20190226,F,Sanders,Sarah,Lee,5400,N,Hillside,CT,STE,A9,Manor,78653,,,,Y,,,Y,Y,Dem
1035482521,316,C,20100618,F,Abbott,Margaret,Ann,7100,,Barton Springs,DR,,,Leander,78641,,Y,,,,,,,
1062004539,316,A,20250807,F,Griffin,Carmen,M,9000,,Brodie,CIR,,,Pflugerville,78660,,Y,Y,Y,Y,Dem,Y,Y,Lib
1043635733,316,D,20251109,M,Washington,Donald,Ann,9240,W,Airport,AVE,,,Manor,78653,,Y,Y,Y,,,Y,,
1058154822,317,D,20090520,M,Carter,Jose,Paul,1481,S,Steck,AVE,,,Round Rock,78665,,,,Y,,,Y,,
1053165854,317,C,20130918,F,Harris,Mary,Dean,5799,S,University,TRL,,,Manor,78653,,Y,,Y,Y,Rep,Y,,
1036269644,317,A,20110223,M,Patterson,Omar,Marie,8400,W,Cameron,DR,STE,26A,Austin,78741,,Y,,Y,,,,Y,Dem
1019742122,317,A,20230619,M,Sanchez,Daniel,L,6147,,Hillside,DR,STE,3B,Buda,78610,,Y,Y,,,,,,
1088743148,317,D,20241206,M,Taylor,Samuel,Dean,4900,N,Koenig,AVE,,,Leander,78645,,,,Y,,,,Y,Lib
1064960966,318,B,20200611,F,Brooks,Priya,Jean,8500,N,Lakeview,WAY,,,Buda,78610,,Y,,Y,,,Y,Y,
1083521365,318,C,20170718,M,Coleman,Andrew,A,5215,,Rio Grande,BLVD,,,Buda,78610,,,,,,,,,
1069460832,318,,20140422,M,Jenkins,Richard,,2600,,Duval,PL,,,Pflugerville,78660,,Y,Y,Y,,,Y,,
1082103756,318,,20151212,F,Moore,Nancy,M,1313,,Far West,WAY,,,Cedar Park,78613,,,Y,Y,,,Y,Y,
1091906586,318,D,20210305,F,Simmons,Grace,,1995,,Wells Branch,TRL,,,Cedar Park,78613,,,,Y,Y,Rep,Y,,
1056007848,319,A,20170828,M,Jackson,William,,2567,,Cameron,TRL,,,Pflugerville,78660,,,,Y,Y,Rep,Y,Y,Dem
1080420358,319,,20140415,M,Russell,Paul,,1200,E,Sycamore,WAY,,,Austin,78749,,,,,Y,Rep,,,
1046298043,320,D,20160228,M,Okafor,Kevin,J,6261,N,Lakeview,RD,,,Buda,78610,,Y,Y,,Y,,Y,Y,Dem
1066951227,320,,20110805,M,Watson,Wei,Marie,100,,Hillside,BLVD,,,Buda,78610,,,,Y,,,Y,Y,Lib
1090049695,321,C,20101106,M,Cox,Sean,R,3800,,Sunset Valley,PL,STE,C10,Round Rock,78681,,Y,,,Y,Rep,Y,,
1090129375,321,B,20210425,M,Nelson,Matthew,Jean,1700,,Pecan,BLVD,,,Cedar Park,78613,,,Y,Y,,,,Y,Rep
1031026580,321,D,20180711,M,Walker,Carlos,,7753,S,Anderson,LN,,,Manor,78653,,Y,Y,Y,,,,,
1011545076,321,D,20230620,M,Williams,Richard,Marie,9500,S,Bee Cave,WAY,,,Round Rock,78665,,Y,Y,,,,,Y,Lib
1071961589,322,C,20130201,M,Bailey,Wei,Ray,1370,W,Koenig,ST,,,Austin,78758,,,,Y,,,Y,Y,Rep
1039518338,322,,20180105,M,Cox,Miguel,Marie,9200,S,Dessau,TRL,STE,B5,Cedar Park,78613,,,Y,,,,Y,,
1013988312,322,,20140307,M,Green,Robert,M,8600,,Oak,BLVD,,,Round Rock,78664,,,,,,,Y,,
1007037838,322,B,20120112,F,Green,Sandra,,1000,N,Davis,WAY,,,Pflugerville,78660,,Y,Y,Y,Y,,,Y,Dem
1053376764,322,,20170423,F,Harris,Betty,A,567,,Red River,PKWY,,,Del Valle,78617,,,,Y,Y,Dem,,Y,Dem
1060001686,322,B,20170626,F,Harris,Grace,Grace,3700,W,Convict Hill,TRL,,,Round Rock,78664,,Y,,,,,Y,Y,Dem
1015633557,322,D,20110101,M,Hughes,Thomas,Ann,9805,S,Nueces,WAY,,,Round Rock,78665,,,,,Y,Rep,,,
1020736240,322,C,20240203,F,Martinez,Maria,,9100,,Airport,ST,,,Pflugerville,78660,,,,Y,,,Y,,
1074263381,322,D,20250821,M,Ramirez,Richard,Paul,3398,,San Jacinto,CT,#,B9,Del Valle,78617,,Y,Y,Y,,,Y,,
1032652752,323,B,20190301,F,Allen,Margaret,J,4000,,Cesar Chavez,PL,,,Austin,78721,,Y,,Y,,,,,
1036675464,324,D,20080913,M,Abbott,Juan,Kay,9500,N,Sunset Valley,TRL,,,Leander,78645,,,,Y,,,,Y,Rep
1012860347,324,D,20200709,F,Brown,Patricia,A,7400,,Menchaca,CIR,,,Del Valle,78617,,,Y,Y,Y,Dem,,Y,Lib
1003004591,324,D,20250826,F,Jackson,Elizabeth,Ann,1200,S,Spicewood Springs,BLVD,,,Del Valle,78617,,Y,Y,Y,,,Y,,
1058771872,324,A,20171024,F,Johnson,Maria,Lee,5390,,Cedar,BLVD,,,Buda,78610,,Y,Y,,,,Y,Y,
1067069000,325,A,20161004,M,Bryant,James,E,7000,,Red River,PL,,,Pflugerville,78660,,Y,,Y,Y,Dem,,Y,Dem
1073251157,325,,20160823,F,Butler,Laura,Jean,2500,,Elm,CIR,STE,431,Round Rock,78681,,,Y,Y,Y,Rep,,Y,
1078343464,325,,20250801,M,Jenkins,Miguel,,7700,N,Bee Cave,CIR,,,Cedar Park,78613,,Y,,,Y,Rep,,Y,Rep
1030117244,325,A,20190809,F,Martin,Mary,Ray,2100,,Barton Springs,TRL,,,Manor,78653,,Y,Y,Y,Y,Rep,,,
1031912104,326,D,20130420,M,Brooks,Joseph,Jean,6744,,Cedar,WAY,,,Del Valle,78617,,Y,Y,Y,,,,,
1092144227,326,D,20200901,F,Cooper,Ana,R,8374,N,Parmer,PL,STE,A5,Buda,78610,,,Y,Y,,,,Y,
1085922985,326,B,20190505,F,Hughes,Jessica,Dean,7954,,Hillside,RD,,,Manor,78653,,,Y,Y,Y,Dem,,,
1045576118,326,A,20220126,M,Hughes,Wei,L,9900,N,Escarpment,TRL,,,Pflugerville,78660,,Y,Y,,Y,Rep,Y,Y,Lib
1060654823,326,B,20130309,M,Ramirez,Kevin,Rose,1100,,Anderson,AVE,,,Manor,78653,,,,,Y,,Y,Y,Rep
1079252163,327,B,20210228,F,Davis,Hannah,,9000,,Hillside,RD,UNIT,10,Austin,78717,,Y,,Y,Y,Dem,Y,Y,Rep
1027880784,327,,20170501,M,Diaz,Donald,Rose,4200,,Balcones,CT,,,Cedar Park,78613,,Y,,,,,Y,,
1008088871,327,C,20120318,M,Hill,Carlos,Paul,6700,S,Pecan,AVE,,,Round Rock,78665,,,Y,Y,,,,Y,
1029631707,327,,20110322,M,Young,Raymond,,7075,W,McNeil,ST,,,Round Rock,78665,,Y,Y,,,,,,
1005602853,327,D,20231223,F,Young,Sofia,Ann,5789,,Cedar,CT,#,B8,Austin,78731,,,,,,,,,
1003737891,328,B,20250604,F,Carter,Deborah,Ann,4600,S,Wells Branch,PL,STE,D6,Manor,78653,,,Y,,Y,Lib,,Y,Rep
1080799254,328,,20150304,M,Rodriguez,David,A,7275,E,Menchaca,CIR,APT,168,Cedar Park,78613,,Y,Y,,,,Y,Y,Dem
1037195406,328,C,20240312,M,Watson,Robert,Lee,2600,,Magnolia,TRL,#,5B,Manor,78653,,Y,,Y,Y,Dem,,,
1075140213,329,A,20210410,F,Bailey,Karen,E,1431,E,Pinewood,PKWY,APT,C6,Buda,78610,,Y,,Y,Y,Rep,,,
1016412811,329,A,20180527,M,Baker,John,Ray,6500,S,Hillside,ST,#,E5,Round Rock,78681,,,Y,Y,,,Y,Y,Dem
1025330090,329,C,20161119,F,Lopez,Stephanie,L,8736,,William Cannon,PKWY,#,180,Austin,78741,,Y,Y,Y,,,Y,,
1063388231,330,B,20201106,F,Chen,Nancy,A,4700,N,Manor,TRL,,,Cedar Park,78613,,,,Y,Y,,Y,Y,Rep
1002453849,330,C,20150215,F,Kelly,Olivia,Marie,1963,,Barton Springs,LN,,,Cedar Park,78613,,Y,Y,Y,Y,Lib,,,
1016455945,330,,20080222,F,Long,Isabella,Ray,3810,,Ben White,PKWY,,,Austin,78721,,Y,,Y,,,Y,Y,Rep
1016998302,331,D,20100506,M,Allen,Christopher,Jean,809,W,Jollyville,AVE,,,Manor,78653,,,Y,Y,Y,Rep,Y,,
1019029535,331,,20170406,F,Coleman,Michelle,Rose,7718,W,Menchaca,WAY,STE,C4,Buda,78610,,Y,,Y,,,Y,,
1074426408,331,,20210819,F,Cooper,Hannah,Jean,7845,N,Jollyville,TRL,STE,17A,Pflugerville,78660,,,,,Y,Dem,Y,Y,Lib
1063726237,331,A,20080601,F,Sanders,Kathleen,Dean,6749,N,Lamar,WAY,,,Pflugerville,78660,,,Y,Y,Y,Rep,Y,Y,Dem
1002361886,331,,20130418,F,Wilson,Jessica,Ann,8687,,Duval,AVE,,,Austin,78759,,,Y,Y,Y,Rep,Y,,
1079453670,332,,20120328,M,Allen,William,Paul,8287,W,Red River,CT,,,Manor,78653,S,,,,Y,,Y,Y,Rep
1001892689,332,D,20180509,F,Garcia,Amanda,M,7030,S,Red River,PKWY,,,Leander,78641,,Y,Y,Y,Y,Dem,,Y,Rep
1066470756,332,B,20170911,F,Jackson,Elizabeth,Rose,9128,,Burnet,RD,,,Cedar Park,78613,,Y,Y,Y,Y,Dem,Y,,
1014930369,332,,20160413,F,Nelson,Betty,Paul,2082,S,Live Oak,CIR,UNIT,E4,Austin,78704,,Y,Y,,,,,,
1000039811,332,C,20240821,M,Patel,Paul,,3627,N,Pecan,CIR,,,Pflugerville,78660,,Y,,Y,,,Y,,
1039211641,332,C,20110810,F,Ward,Jessica,Ray,911,,Barton Springs,DR,,,Round Rock,78681,,Y,,Y,Y,,Y,Y,Rep
1044871160,332,D,20110602,M,White,Wei,,2500,,Oak,BLVD,,,Manor,78653,,Y,Y,,Y,Dem,Y,Y,Lib
1094531452,333,,20100612,M,Green,Kevin,Ray,6600,E,Live Oak,PKWY,,,Cedar Park,78613,,,,,Y,,Y,,
1090343023,333,C,20140924,M,King,Joseph,Ann,7776,E,Lamar,PL,,,Austin,78756,,Y,,Y,,,,Y,
1025313437,333,C,20200608,F,Powell,Ashley,Lee,9000,,Sunset Valley,LN,,,Manor,78653,,Y,Y,,Y,Rep,,Y,Dem
1032426251,334,D,20160426,M,Anderson,James,Jean,8500,N,Lamar,PKWY,,,Pflugerville,78660,,,,Y,,,,,
1039670986,334,D,20141121,M,Butler,Thomas,E,3300,,University,AVE,,,Buda,78610,,,Y,,Y,Rep,Y,Y,Rep
1072404736,334,A,20090222,M,Carter,Anthony,Ann,3800,,San Jacinto,ST,APT,D7,Pflugerville,78660,,Y,Y,,,,Y,,
1037252949,335,A,20111223,M,Brown,Adam,Dean,783,W,Barton Springs,ST,APT,409,Pflugerville,78660,,Y,,Y,Y,Dem,Y,Y,Rep
1010193339,335,B,20250309,M,Hayes,Luis,,2141,S,Bee Cave,CIR,APT,E6,Del Valle,78617,,,Y,,Y,,Y,,
1085494175,335,,20230903,F,Robinson,Kathleen,R,9400,,Live Oak,BLVD,#,A9,Buda,78610,,Y,Y,Y,Y,Lib,,,
1017606905,336,D,20171120,F,Howard,Amy,Jean,1743,S,Rio Grande,CT,APT,A6,Leander,78645,,Y,Y,Y,Y,Dem,Y,Y,Dem
1092461413,336,C,20150504,F,King,Laura,J,6100,,Elm,CT,,,Pflugerville,78660,,Y,,,,,Y,,
1038308586,337,A,20220319,M,Carter,James,Ann,161,,Rio Grande,TRL,,,Buda,78610,,Y,Y,Y,,,Y,,
1071995218,337,,20100821,F,Sanchez,Elizabeth,Marie,2300,,Anderson,TRL,,,Cedar Park,78613,,,Y,Y,,,Y,Y,Rep
1071325137,338,C,20240204,F,Foster,Margaret,R,4300,,William Cannon,LN,#,5B,Cedar Park,78613,,Y,,Y,Y,Rep,Y,Y,Dem
1075654661,338,B,20160822,M,Gonzalez,Anthony,Rose,1227,W,Magnolia,PKWY,,,Del Valle,78617,,Y,,Y,Y,Dem,,Y,Lib
1092155087,338,A,20170628,F,Gray,Melissa,A,6418,,Ben White,DR,,,Leander,78645,,,,Y,Y,Rep,,,
1068607485,338,D,20211224,M,Nelson,Samuel,R,5660,,Menchaca,WAY,,,Round Rock,78664,,,,Y,Y,Rep,,,
1049002299,338,D,20211008,M,Richardson,Sean,,5800,,Guadalupe,RD,,,Pflugerville,78660,,Y,Y,Y,,,,,
1047867507,338,,20200304,M,Wilson,John,Paul,9451,S,Speedway,CIR,,,Manor,78653,,Y,,,,,Y,,
1032259284,339,C,20140101,M,Hall,John,Ray,4913,,Far West,ST,UNIT,431,Leander,78641,,,Y,,Y,Dem,Y,Y,Rep
1084955042,339,B,20150418,F,Lee,Linda,Marie,2315,,Riverside,TRL,,,Leander,78645,,,Y,,Y,Rep,Y,Y,Rep
1020427771,339,C,20171024,M,Wright,Nathan,J,2600,E,Palmer,BLVD,APT,463,Pflugerville,78660,,,Y,,Y,Lib,,Y,Lib
1072799127,340,D,20090418,F,Washington,Kathleen,M,6600,,William Cannon,BLVD,,,Cedar Park,78613,,Y,,,,,Y,,
1073908721,341,D,20210102,M,Abbott,Joseph,L,4800,,Manor,CT,UNIT,24B,Del Valle,78617,,,Y,,,,,,
1006404681,341,D,20120607,M,Martinez,Joshua,L,2200,,William Cannon,DR,,,Buda,78610,,,,Y,Y,Dem,,Y,Dem
1024406679,341,D,20170610,M,Price,Joseph,Grace,4400,,Davis,PKWY,,,Leander,78645,,Y,Y,Y,,,,,
1047717393,341,C,20220917,M,Taylor,Patrick,,1400,,Riverside,DR,,,Del Valle,78617,,,,,Y,,,Y,Lib
1001772558,341,,20110207,F,Ward,Stephanie,Rose,3526,E,Bee Cave,DR,UNIT,D4,Del Valle,78617,,,Y,Y,Y,Dem,Y,Y,Lib
1079853286,341,D,20200302,M,Wood,Steven,,9678,,Cesar Chavez,CIR,#,B5,Manor,78653,,,,Y,Y,Rep,,,
1047323016,342,,20100307,M,Abbott,Patrick,Paul,4400,,Balcones,PL,,,Manor,78653,,Y,,Y,,,Y,,
1031129726,342,,20241108,F,Gomez,Olivia,Dean,8883,,Braker,LN,,,Pflugerville,78660,,Y,,Y,,,Y,Y,
